book	chapter	verse	suz_sentence	npi_sentence	alignment_type	confidence_signal
LUK	21	15	मिनु मेकोपुकीमी इन लोव़ ख्रोइक्‍ने मचाप्‍नीम।		1:0	length_only
LUK	21	21	सहर एर ओंथ रू मेर बाक्‍बपुकी सहर मओव़मल।		1:0	length_only
LUK	21	24	कोइ तरवारम बेक्‍नीमी।		1:0	length_only
LUK	22	37	आं पर्बम ब्रेक्‍पाइश्‍शो लोव़ नेल्‍ल थमा दुम्‍चाप्‍तु।		1:0	length_only
LUK	23	7	मोपतीके मेकेर सोइक्‍ता बाक्‍त।		1:0	length_only
LUK	23	29	मारदे हना शुश श्‍येत दुम्‍ब।		1:0	length_only
LUK	24	41	मिनु छक लाक्‍शा “येसु बाक्‍म कों, मबाक्‍म” दे दल्‍गीर पामे बाक्‍त।		1:0	length_only
LUK	24	41	हिंमा यो बाक्‍त।		1:0	length_only
JHN	1	21	मेकोपुकीमी “मिनु, गे एलीया ननी?” दे हिल्‍लो पाम्‍तेक्‍म।		1:0	length_only
JHN	1	21	मिनु मेकोमी “गो मेको यो मनङ” देंत।		1:0	length_only
JHN	1	42	ग्रीक लोव़मी पत्रुस बाक्‍ब।		1:0	length_only
JHN	1	43	मिनु फिलीप कली “आं नोले खोइय्‍यी” देंत।		1:0	length_only
JHN	2	6	मिनु मेकेर फुल्‍लु के मुशो ६ ओटा गर वोइश्‍शो बाक्‍तेक्‍म।		1:0	length_only
